1,201542368
1,254862254
2,578745628
3,854236525
4,724653824
5,432558846
125,135426072
50,941168652
102,474653773
160,161078108
196,191325865
111,566446515
91,777494586
156,792165473
197,270580956
85,165640601
117,381609346
150,320463380
85,262968220
136,822741788
169,891749067
31,160894737
7,823819760
101,579349776
2,148754690
136,871719424
21,842506689
161,180821127
183,810765456
175,833207223
56,331996195
133,238849857
75,311042335
184,884594648
149,552111523
185,420673076
74,728677711
151,982037564
49,874566946
180,244824921
64,122652378
64,545730961
196,377919336
145,848912187
10,789187015
14,683662119
59,114824860
195,279875710
68,708240354
49,164092953
45,930878095
123,374624451
168,112565494
125,557891501
59,485278932
27,485659739
116,855164529
111,870030937
197,185704850
124,591019311
80,430397110
77,291080333
63,785425247
109,128931547
107,803996763
139,229799967
55,489518750
183,635149187
7,383390939
29,709567850
9,614615487
84,270899818
114,218616391
162,568592375
6,658040169
28,254465105
145,924318391
70,272958264
130,616295991
35,831008119
107,346224841
121,194423311
27,860304012
63,895656267
50,624338290
138,678123364
130,806082114
46,229724884
21,926567596
130,242038778
63,949726577
176,773580136
122,195347784
182,808128321
146,654268060
109,709577852
76,479980992
112,831419633
106,311805121
27,499823563
74,721681297
44,864185843
160,690942377
82,643667843
111,903783769
79,328164994
50,709595405
59,451984544
110,112365587
7,973837054
87,471427421
88,536040608
29,615582815
97,231375371
23,868858441
20,416964786
108,771327881
91,763708017
78,257447145
165,850788418
178,770855273
29,837481895
154,746299668
123,234292838
196,315663482
37,450368253
137,619019189
82,543428730
165,801793276
43,736897857
192,173553215
39,494805914
61,943611462
46,906550857
36,976212645
52,887856280
43,819827821
26,678443338
62,476248344
145,955099907
35,517231504
63,462883334
162,168903771
11,811576743
49,600482264
36,261959071
23,861872590
63,206665097
150,373208512
53,533403564
64,502649124
163,836058659
160,171715672
33,947714955
132,960703709
173,717037464
10,527336650
114,883727974
52,268403878
111,311790582
155,913302775
116,858619932
74,301817974
149,417300102
59,239116869
132,472368557
111,721090764
176,714152665
192,148960797
113,556207916
108,942766865
9,315701015
23,919917051
116,996006695
109,911123021
185,377871799
153,681444398
67,586907213
183,180933686
154,756004379
25,339247512
78,857854717
135,397207205
86,678411614
120,215298720
14,482788577
4,746661855
7,385927060
109,323128609
64,279881048
148,981412724
185,293619418
82,248070014
139,645536797
116,434351647
61,246066421
182,277585102
193,819455653
180,418838449
33,741576351
30,733164877
138,743857588
105,884870992
129,728888808
160,292209679
196,954214032
132,974657226
93,372171546
18,871713570
11,274519085
112,573476598
15,325471038
156,335871112
111,766877222
6,886711683
90,198050354
17,380841584
83,708543953
29,657087811
32,508841825
116,634114614
177,223556137
165,779698450
33,130934052
114,499433502
144,892518764
44,343877981
53,530188558
184,634710725
6,357146689
25,151434685
121,566795183
108,548902651
58,469928047
21,800047684
17,760160587
139,650831082
106,303313760
101,308368919
4,272792704
31,526163642
186,920796330
72,234408158
104,536570010
120,585766355
144,986888696
81,836432419
91,179690273
65,535656431
177,147309344
32,603399937
115,753924954
52,448650692
119,252353599
177,124243600
186,371034568
49,889770735
174,966795263
74,426379029
176,203828156
88,665238885
168,901645950
179,151832457
121,888035438
198,179887025
91,835478227
102,495081768
36,382643849
184,651168737
16,536316445
14,706572951
181,971524458
122,769659033
40,255147119
9,545711074
135,947479471
112,173219373
163,266761405
138,357233148
88,399372690
189,698183797
164,729503503
42,991630769
199,571762328
197,936308205
170,328750814
83,476131122
137,378111084
62,493339759
109,406795005
195,181785067
16,401655538
199,465416938
107,437169521
182,825893317
58,693097872
36,710762272
70,539408516
169,710479700
103,501583568
34,366424488
171,930933419
105,258341126
58,899468319
47,139746381
94,385503862
16,221278654
93,683535168
26,475922909
102,900549028
167,364995445
28,480003059
18,931741761
33,689481322
54,850992285
176,535079837
63,126700518
158,673286489
176,920741822
92,290079703
151,581566789
69,976465887
130,354577583
130,245692454
25,817397432
172,273632398
67,602484852
115,263990193
55,145581487
43,616802232
67,970419559
60,463217794
21,922459826
121,630751169
143,917016863
60,479176923
70,582619500
83,878162493
60,151626924
34,980043364
45,175270987
74,910059828
15,800289782
66,889225283
167,275869366
103,990057070
196,762286052
152,173553556
117,992920679
157,704106462
21,808614316
86,698073982
115,298899785
191,949297804
168,724959345
187,591796239
80,874202593
196,164372936
146,677590952
130,154842343
138,873413014
96,877086804
179,484865745
175,445347242
83,134063566
141,592054203
17,972072311
167,923997607
59,233280056
179,426647548
58,360891964
165,637572684
142,454453832
80,632855323
65,365815389
52,735382174
189,647245955
156,904125291
104,615739502
188,551698470
175,499151486
184,399241553
26,886532129
165,308073584
19,251339693
194,978493337
40,792726688
193,232262386
177,335234783
142,725336696
29,387605461
8,339849230
152,962199759
40,853584026
168,917420257
182,642718786
32,871909771
91,231275174
197,235338228
108,478938837
144,864841038
97,275887147
90,957434129
173,378034481
147,865873338
142,688005367
14,880867673
102,137076607
50,566585359
111,994193643
84,325781280
70,338707116
12,408001297
14,514401866
94,675313326
63,541977428
52,925965668
50,153786568
6,439871981
136,384662948
47,353002253
169,406292548
104,789747994
141,977736886
11,537152510
143,757732756
188,523140300
87,696633663
100,848109446
175,651137675
98,218519362
45,942619704
115,714886040
97,924364713
40,936401304
188,971133583
175,332989293
182,854036145
128,857844242
96,970671150
123,983550256
118,571190070
74,329259903
6,507470059
103,984493227
196,801521769
119,902017739
98,937658194
47,663601420
36,120419960
187,744121047
37,446999944
134,361107696
71,866606162
143,362626014
29,449729213
52,477753650
117,993047066
16,198473802
151,886011978
138,613615113
97,502428790
59,545690538
50,961723224
101,117804564
59,419337682
40,353155398
134,534982402
164,494961402
41,137129491
102,881467956
157,312283772
70,870031356
74,132941812
120,512869576
124,867207007
12,787489064
150,265754009
83,393396229
102,713100999
56,307732205
132,847988385
101,527800280
194,278403084
77,160831537
105,510369366
188,158040469
141,941915223
161,158555249
15,596553761
190,528949654
17,557341988
89,400528469
152,786218704
112,245990798
144,888187424
123,630672965
95,335860062
107,499858902
83,365578379
64,604545367
49,754311613
168,729501199
16,453113581
90,307659019
164,786031061
122,610636453
197,463187206
71,125409027
62,390536040
89,145818728
197,738958894
73,754523238
34,903030333
66,619145335
189,672469534
124,584638219
91,907995000
111,119511530
192,268830069
181,345798607
124,896488796
48,145658201
58,867427052
65,834405540
181,869166553
138,576429509
143,618298794
153,451540599
180,271188690
84,502708358
132,899235420
113,397483501
166,327523490
172,791817656
40,915235414
9,246251295
67,769369551
60,337698737
63,436446076
170,290492148
139,832990314
63,897887909
140,799098095
133,647671599
43,174266919
82,559426113
181,587582797
21,896385587
117,444069201
143,890105051
145,180397816
177,401079397
38,255222291
124,303489462
47,136221205
24,707108675
171,824124125
114,944418714
3,408608025
32,884575524
85,763728792
36,194809108
150,669352595
